customer_id,name,email,phone,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,churn_status
1048,Cliente 1048,cliente1048@example.com,0948262436,Fibra 1GB,34.46,16,561.85,two-year,credit_card,1,3.06,0
1049,Cliente 1049,cliente1049@example.com,0978319363,Plan Prepago Movil,15.0,7,98.6,month-to-month,cash,1,2.16,1
1050,Cliente 1050,cliente1050@example.com,0980034742,Fibra 1GB,39.35,24,980.99,one-year,bank_transfer,2,2.14,0
1051,Cliente 1051,cliente1051@example.com,0908593224,Plan Familiar,36.31,10,355.6,month-to-month,credit_card,4,1.53,1
1052,Cliente 1052,cliente1052@example.com,0911765445,Fibra 500MB,21.15,72,1391.64,one-year,credit_card,4,4.12,0
1053,Cliente 1053,cliente1053@example.com,0927077528,Combo TV+Internet,58.98,13,717.86,two-year,bank_transfer,0,4.26,0
1054,Cliente 1054,cliente1054@example.com,0989060007,Fibra 500MB,67.98,22,1549.32,one-year,credit_card,3,4.25,0
1055,Cliente 1055,cliente1055@example.com,0978651793,Combo TV+Internet,44.51,19,886.89,two-year,cash,1,2.6,0
1056,Cliente 1056,cliente1056@example.com,0965572891,Plan Familiar,39.5,1,40.66,one-year,credit_card,1,4.71,0
1057,Cliente 1057,cliente1057@example.com,0950336337,Internet Hogar 100MB,52.83,0,0.0,one-year,credit_card,2,4.38,0
1058,Cliente 1058,cliente1058@example.com,0970371546,Fibra 200MB,44.65,37,1677.36,month-to-month,credit_card,2,3.61,0
1059,Cliente 1059,cliente1059@example.com,0965473443,Plan Prepago Movil,25.52,16,381.1,one-year,bank_transfer,3,3.43,0
1060,Cliente 1060,cliente1060@example.com,0966847399,Combo TV+Internet,33.25,6,191.06,two-year,cash,0,2.89,0
1061,Cliente 1061,cliente1061@example.com,0957519742,Internet Hogar 100MB,39.66,21,836.67,one-year,cash,1,3.81,0
1062,Cliente 1062,cliente1062@example.com,0964825173,Combo TV+Internet,49.47,20,1034.25,month-to-month,bank_transfer,2,5.0,0
1063,Cliente 1063,cliente1063@example.com,0915539032,Fibra 1GB,45.17,30,1308.86,month-to-month,cash,2,4.85,0
1064,Cliente 1064,cliente1064@example.com,0992252225,Combo TV+Internet,48.79,72,3422.86,one-year,credit_card,0,3.32,0
1065,Cliente 1065,cliente1065@example.com,0974828706,Fibra 1GB,17.55,22,360.24,two-year,bank_transfer,1,4.19,0
1066,Cliente 1066,cliente1066@example.com,0996248345,Plan Familiar,56.97,51,2790.66,month-to-month,cash,0,2.39,0
1067,Cliente 1067,cliente1067@example.com,0989744604,Plan Familiar,45.06,56,2294.88,month-to-month,credit_card,1,4.4,0
1068,Cliente 1068,cliente1068@example.com,0939826484,Plan Prepago Movil,90.95,3,280.7,month-to-month,cash,2,2.69,1
1069,Cliente 1069,cliente1069@example.com,0967872737,Combo TV+Internet,38.02,36,1236.64,month-to-month,credit_card,1,4.36,0
1070,Cliente 1070,cliente1070@example.com,0994814873,Plan Ilimitado,50.82,32,1630.35,two-year,credit_card,3,5.0,0
1071,Cliente 1071,cliente1071@example.com,0951815464,Combo TV+Internet,95.93,37,3339.94,month-to-month,bank_transfer,1,2.97,1
1072,Cliente 1072,cliente1072@example.com,0906860122,Fibra 1GB,48.49,12,565.25,month-to-month,cash,0,5.0,0
1073,Cliente 1073,cliente1073@example.com,0918779810,Combo TV+Internet,43.78,33,1361.28,month-to-month,credit_card,0,4.14,0
1074,Cliente 1074,cliente1074@example.com,0979786416,Plan Prepago Movil,27.24,8,209.21,month-to-month,cash,0,2.78,0
1075,Cliente 1075,cliente1075@example.com,0922864774,Fibra 200MB,72.51,69,4913.22,two-year,credit_card,1,2.72,0
1076,Cliente 1076,cliente1076@example.com,0990441717,Combo TV+Internet,24.14,42,1009.96,month-to-month,bank_transfer,2,5.0,0
1077,Cliente 1077,cliente1077@example.com,0974297171,Internet Hogar 100MB,52.69,2,109.71,month-to-month,bank_transfer,0,4.14,0
1078,Cliente 1078,cliente1078@example.com,0962687777,Fibra 200MB,36.48,36,1247.39,month-to-month,credit_card,1,2.98,0
1079,Cliente 1079,cliente1079@example.com,0998742366,Internet Hogar 100MB,41.59,67,2752.34,two-year,bank_transfer,0,3.38,0
1080,Cliente 1080,cliente1080@example.com,0944750133,Plan Prepago Movil,19.37,54,1082.86,two-year,bank_transfer,3,4.07,0
1081,Cliente 1081,cliente1081@example.com,0974400980,Plan Prepago Movil,69.18,19,1240.2,month-to-month,bank_transfer,1,3.59,0
1082,Cliente 1082,cliente1082@example.com,0949704825,Internet Hogar 100MB,40.0,65,2677.37,one-year,credit_card,1,3.98,0
1083,Cliente 1083,cliente1083@example.com,0931825367,Fibra 500MB,23.13,13,313.81,month-to-month,credit_card,1,5.0,0
1084,Cliente 1084,cliente1084@example.com,0951226616,Plan Familiar,67.55,18,1248.88,one-year,cash,1,,0
1085,Cliente 1085,cliente1085@example.com,0944807522,Internet Hogar 100MB,35.93,11,389.49,month-to-month,bank_transfer,0,4.31,0
1086,Cliente 1086,cliente1086@example.com,0916623975,Plan Familiar,51.02,67,3446.77,two-year,cash,3,3.52,0
1087,Cliente 1087,cliente1087@example.com,0915381997,Plan Prepago Movil,60.15,52,3040.72,two-year,bank_transfer,0,3.05,0
1088,Cliente 1088,cliente1088@example.com,0955988147,Internet Hogar 100MB,53.53,37,1959.99,month-to-month,cash,1,4.78,0
1089,Cliente 1089,cliente1089@example.com,0916359837,Fibra 500MB,15.0,48,753.24,month-to-month,credit_card,1,1.99,0
1090,Cliente 1090,cliente1090@example.com,0907192662,Fibra 200MB,57.52,18,970.82,month-to-month,bank_transfer,2,1.0,1
1091,Cliente 1091,cliente1091@example.com,0981954206,Combo TV+Internet,43.19,5,220.03,month-to-month,bank_transfer,1,3.85,1
1092,Cliente 1092,cliente1092@example.com,0978925957,Fibra 500MB,39.08,61,2326.51,month-to-month,credit_card,0,3.45,0
1093,Cliente 1093,cliente1093@example.com,0979319416,Fibra 500MB,43.04,70,2791.45,month-to-month,credit_card,1,2.11,0
1094,Cliente 1094,cliente1094@example.com,0987390812,Plan Prepago Movil,16.02,2,31.93,two-year,bank_transfer,2,1.72,0
1095,Cliente 1095,cliente1095@example.com,0934071109,Fibra 200MB,48.46,3,148.12,month-to-month,cash,3,5.0,0
1096,Cliente 1096,cliente1096@example.com,0907684941,Combo TV+Internet,20.44,40,805.59,two-year,bank_transfer,1,4.11,0
1097,Cliente 1097,cliente1097@example.com,0994063817,Fibra 200MB,39.85,3,122.61,month-to-month,credit_card,0,3.62,0
1098,Cliente 1098,cliente1098@example.com,0981569244,Fibra 1GB,47.81,52,2373.95,month-to-month,cash,0,5.0,0
1099,Cliente 1099,cliente1099@example.com,0939618184,Combo TV+Internet,64.33,69,4603.29,month-to-month,credit_card,2,4.72,0
1100,Cliente 1100,cliente1100@example.com,0968814064,Plan Prepago Movil,30.25,20,603.34,two-year,credit_card,1,5.0,0
1101,Cliente 1101,cliente1101@example.com,0996412818,Combo TV+Internet,71.13,21,1524.31,month-to-month,cash,3,,0
1102,Cliente 1102,cliente1102@example.com,0965402542,Plan Familiar,62.04,63,3677.71,month-to-month,bank_transfer,1,2.26,0
1103,Cliente 1103,cliente1103@example.com,0984371030,Fibra 1GB,37.27,26,936.96,one-year,cash,1,4.28,0
1104,Cliente 1104,cliente1104@example.com,0931602254,Plan Prepago Movil,25.04,17,441.19,one-year,cash,2,4.06,0
1105,Cliente 1105,cliente1105@example.com,0977309359,Fibra 200MB,19.01,6,103.52,one-year,bank_transfer,0,4.97,0
1106,Cliente 1106,cliente1106@example.com,0965381430,Plan Ilimitado,49.89,61,2923.38,month-to-month,credit_card,2,1.81,0
1107,Cliente 1107,cliente1107@example.com,0921077804,Plan Ilimitado,31.73,67,2162.15,month-to-month,credit_card,1,4.37,0
1108,Cliente 1108,cliente1108@example.com,0964041070,Internet Hogar 100MB,66.59,5,336.8,two-year,cash,2,,0
1109,Cliente 1109,cliente1109@example.com,0929904366,Plan Familiar,32.77,58,1953.39,one-year,cash,1,4.63,0
1110,Cliente 1110,cliente1110@example.com,0904292068,Fibra 1GB,28.79,11,320.14,one-year,credit_card,1,3.15,0
1111,Cliente 1111,cliente1111@example.com,0981721588,Fibra 200MB,49.21,10,512.8,month-to-month,credit_card,1,4.17,0
1112,Cliente 1112,cliente1112@example.com,0964521410,Fibra 1GB,32.65,27,859.28,month-to-month,credit_card,1,2.75,0
1113,Cliente 1113,cliente1113@example.com,0978794624,Combo TV+Internet,45.15,31,1390.75,two-year,credit_card,1,3.28,0
1114,Cliente 1114,cliente1114@example.com,0916458043,Fibra 200MB,62.75,62,3996.15,one-year,cash,2,2.45,1
1115,Cliente 1115,cliente1115@example.com,0976782338,Internet Hogar 100MB,47.11,51,2415.23,month-to-month,credit_card,2,2.77,0
1116,Cliente 1116,cliente1116@example.com,0947294940,Plan Prepago Movil,47.18,10,431.84,two-year,credit_card,3,3.33,0
1117,Cliente 1117,cliente1117@example.com,0924173890,Combo TV+Internet,48.69,42,1953.06,one-year,cash,1,3.06,0
1118,Cliente 1118,cliente1118@example.com,0926881213,Fibra 200MB,15.0,63,928.83,month-to-month,bank_transfer,2,2.77,0
1119,Cliente 1119,cliente1119@example.com,0963735520,Fibra 500MB,52.05,48,2531.4,month-to-month,bank_transfer,0,2.17,0
1120,Cliente 1120,cliente1120@example.com,0927713880,Fibra 1GB,47.88,16,751.93,one-year,credit_card,0,5.0,0
1121,Cliente 1121,cliente1121@example.com,0977130681,Fibra 500MB,61.07,9,558.77,month-to-month,credit_card,2,3.05,1
1122,Cliente 1122,cliente1122@example.com,0935022067,Plan Ilimitado,55.9,33,1892.0,one-year,credit_card,3,3.96,0
1123,Cliente 1123,cliente1123@example.com,0901095500,Fibra 1GB,41.36,34,1321.54,one-year,credit_card,1,1.67,0
1124,Cliente 1124,cliente1124@example.com,0999510853,Fibra 500MB,63.58,25,1577.44,month-to-month,credit_card,1,5.0,0
1125,Cliente 1125,cliente1125@example.com,0905887076,Fibra 200MB,39.73,7,273.54,two-year,credit_card,0,3.78,0
1126,Cliente 1126,cliente1126@example.com,0981877180,Plan Prepago Movil,49.45,8,369.53,month-to-month,credit_card,2,3.11,1
1127,Cliente 1127,cliente1127@example.com,0921269919,Fibra 1GB,39.4,38,1457.5,month-to-month,credit_card,1,3.12,0
1128,Cliente 1128,cliente1128@example.com,0917183855,Plan Ilimitado,53.31,68,3560.86,one-year,cash,1,4.56,0
1129,Cliente 1129,cliente1129@example.com,0942561148,Fibra 500MB,38.22,43,1680.6,one-year,credit_card,0,1.0,0
1130,Cliente 1130,cliente1130@example.com,0934923851,Fibra 200MB,74.66,31,2243.06,month-to-month,credit_card,0,2.69,0
1131,Cliente 1131,cliente1131@example.com,0929894617,Fibra 1GB,81.31,67,4969.11,one-year,cash,2,3.47,0
1132,Cliente 1132,cliente1132@example.com,0950849840,Plan Prepago Movil,60.73,50,2954.8,two-year,credit_card,1,3.46,0
1133,Cliente 1133,cliente1133@example.com,0912239617,Fibra 1GB,72.74,52,3879.66,two-year,bank_transfer,3,5.0,0
1134,Cliente 1134,cliente1134@example.com,0900624831,Plan Prepago Movil,17.29,41,698.74,two-year,cash,1,3.23,0
1135,Cliente 1135,cliente1135@example.com,0992611780,Plan Familiar,19.42,55,1012.38,month-to-month,bank_transfer,1,4.69,0
1136,Cliente 1136,cliente1136@example.com,0993957019,Plan Familiar,39.21,36,1465.4,month-to-month,credit_card,2,5.0,0
1137,Cliente 1137,cliente1137@example.com,0918163471,Plan Familiar,45.74,45,1900.53,one-year,bank_transfer,2,4.34,0
1138,Cliente 1138,cliente1138@example.com,0935320601,Combo TV+Internet,41.43,45,1769.33,month-to-month,bank_transfer,2,2.86,0
1139,Cliente 1139,cliente1139@example.com,0927130511,Fibra 200MB,15.44,54,805.05,one-year,credit_card,1,,0
1140,Cliente 1140,cliente1140@example.com,0932045449,Fibra 200MB,65.73,65,4318.15,month-to-month,credit_card,0,4.42,0
1141,Cliente 1141,cliente1141@example.com,0923509563,Fibra 1GB,83.78,21,1804.0,month-to-month,credit_card,2,5.0,0
1142,Cliente 1142,cliente1142@example.com,0968526866,Internet Hogar 100MB,68.06,51,3154.44,month-to-month,cash,0,4.2,0
1143,Cliente 1143,cliente1143@example.com,0941742405,Fibra 200MB,64.54,2,131.51,month-to-month,credit_card,2,4.96,0
1144,Cliente 1144,cliente1144@example.com,0953753715,Combo TV+Internet,49.07,38,1879.73,month-to-month,credit_card,1,5.0,0
1145,Cliente 1145,cliente1145@example.com,0916080464,Plan Familiar,29.83,65,2005.26,one-year,bank_transfer,2,4.52,0
1146,Cliente 1146,cliente1146@example.com,0922817204,Fibra 500MB,46.31,47,2252.89,one-year,cash,2,2.39,0
1147,Cliente 1147,cliente1147@example.com,0907727760,Plan Familiar,82.9,19,1601.29,month-to-month,credit_card,0,3.66,0
1148,Cliente 1148,cliente1148@example.com,0911835491,Plan Familiar,38.66,44,1579.47,month-to-month,credit_card,1,5.0,0
1149,Cliente 1149,cliente1149@example.com,0971952474,Plan Ilimitado,36.81,26,906.41,two-year,credit_card,1,3.33,0
1150,Cliente 1150,cliente1150@example.com,0903934102,Fibra 1GB,64.93,31,2094.24,month-to-month,bank_transfer,0,5.0,0
1151,Cliente 1151,cliente1151@example.com,0985358938,Fibra 1GB,66.13,16,1047.21,month-to-month,bank_transfer,0,3.53,0
1152,Cliente 1152,cliente1152@example.com,0980827853,Plan Prepago Movil,29.74,45,1312.62,month-to-month,cash,0,3.97,1
1153,Cliente 1153,cliente1153@example.com,0984763520,Plan Familiar,40.29,14,585.13,one-year,credit_card,0,3.21,0
1154,Cliente 1154,cliente1154@example.com,0962516121,Plan Ilimitado,35.97,32,1186.87,two-year,credit_card,2,3.78,0
1155,Cliente 1155,cliente1155@example.com,0996648040,Fibra 500MB,46.25,68,3173.7,one-year,credit_card,1,3.83,0
1156,Cliente 1156,cliente1156@example.com,0969717235,Plan Ilimitado,64.87,55,3683.23,two-year,credit_card,0,1.83,1
1157,Cliente 1157,cliente1157@example.com,0941517089,Combo TV+Internet,30.53,30,839.95,two-year,bank_transfer,1,3.11,0
1158,Cliente 1158,cliente1158@example.com,0976455815,Fibra 1GB,64.61,70,4584.35,month-to-month,bank_transfer,1,2.24,0
1159,Cliente 1159,cliente1159@example.com,0952440413,Fibra 200MB,46.83,1,48.93,month-to-month,credit_card,2,3.15,0
1160,Cliente 1160,cliente1160@example.com,0927912143,Plan Prepago Movil,86.87,70,5517.48,month-to-month,bank_transfer,1,2.73,0
1161,Cliente 1161,cliente1161@example.com,0940899460,Plan Ilimitado,50.74,25,1184.09,month-to-month,credit_card,0,4.71,0
1162,Cliente 1162,cliente1162@example.com,0966770444,Fibra 200MB,43.26,59,2601.08,one-year,bank_transfer,0,4.73,0
1163,Cliente 1163,cliente1163@example.com,0957526516,Fibra 1GB,55.34,69,3734.48,month-to-month,credit_card,4,4.22,1
1164,Cliente 1164,cliente1164@example.com,0958385911,Plan Familiar,38.93,43,1528.34,month-to-month,bank_transfer,5,2.21,0
1165,Cliente 1165,cliente1165@example.com,0928560339,Plan Familiar,15.0,44,620.53,month-to-month,credit_card,3,3.49,0
1166,Cliente 1166,cliente1166@example.com,0918372061,Fibra 500MB,40.67,54,2083.32,one-year,cash,0,2.12,0
1167,Cliente 1167,cliente1167@example.com,0919293242,Fibra 200MB,40.39,17,651.03,one-year,cash,4,3.44,0
1168,Cliente 1168,cliente1168@example.com,0996702549,Fibra 200MB,16.34,12,202.29,two-year,cash,1,4.31,0
1169,Cliente 1169,cliente1169@example.com,0972474572,Internet Hogar 100MB,43.69,25,1091.49,month-to-month,cash,0,4.69,0
1170,Cliente 1170,cliente1170@example.com,0904258775,Internet Hogar 100MB,15.0,34,515.22,month-to-month,credit_card,1,4.12,0
1171,Cliente 1171,cliente1171@example.com,0989712905,Plan Familiar,38.74,54,1887.02,two-year,bank_transfer,2,4.98,0
1172,Cliente 1172,cliente1172@example.com,0963702214,Plan Ilimitado,49.38,18,856.95,one-year,credit_card,1,3.89,0
1173,Cliente 1173,cliente1173@example.com,0949470033,Fibra 1GB,46.75,41,1816.45,one-year,cash,1,3.34,0
1174,Cliente 1174,cliente1174@example.com,0994488742,Plan Prepago Movil,37.6,0,0.0,month-to-month,credit_card,2,4.56,0
1175,Cliente 1175,cliente1175@example.com,0900814550,Plan Familiar,43.46,2,90.66,month-to-month,credit_card,0,4.6,0
1176,Cliente 1176,cliente1176@example.com,0952384409,Fibra 1GB,30.89,70,2083.38,two-year,bank_transfer,0,3.02,0
1177,Cliente 1177,cliente1177@example.com,0957422085,Plan Ilimitado,45.19,62,2930.55,one-year,credit_card,1,4.02,0
1178,Cliente 1178,cliente1178@example.com,0937144977,Plan Familiar,46.05,63,2617.28,one-year,bank_transfer,0,3.28,0
1179,Cliente 1179,cliente1179@example.com,0925906374,Fibra 500MB,28.8,23,628.52,month-to-month,credit_card,1,1.39,1
1180,Cliente 1180,cliente1180@example.com,0972886412,Plan Familiar,49.82,37,1873.28,month-to-month,bank_transfer,0,4.08,0
1181,Cliente 1181,cliente1181@example.com,0937969175,Fibra 200MB,49.71,49,2323.78,month-to-month,cash,1,2.18,0
1182,Cliente 1182,cliente1182@example.com,0916942366,Fibra 500MB,42.01,18,785.02,one-year,bank_transfer,2,3.96,0
1183,Cliente 1183,cliente1183@example.com,0926703276,Fibra 1GB,88.58,54,4461.74,month-to-month,credit_card,1,1.91,0
1184,Cliente 1184,cliente1184@example.com,0952499147,Fibra 500MB,42.47,50,2164.59,month-to-month,credit_card,0,2.81,0
1185,Cliente 1185,cliente1185@example.com,0929439601,Plan Ilimitado,39.97,29,1078.29,month-to-month,credit_card,1,3.12,0
1186,Cliente 1186,cliente1186@example.com,0996897994,Fibra 200MB,37.4,31,1077.74,two-year,credit_card,3,4.92,0
1187,Cliente 1187,cliente1187@example.com,0968988348,Plan Ilimitado,27.52,22,585.38,month-to-month,bank_transfer,2,3.01,1
1188,Cliente 1188,cliente1188@example.com,0911794835,Fibra 1GB,57.35,58,3465.14,month-to-month,credit_card,2,2.42,0
1189,Cliente 1189,cliente1189@example.com,0993897094,Plan Familiar,32.65,72,2322.16,one-year,credit_card,0,4.0,0
1190,Cliente 1190,cliente1190@example.com,0924436162,Fibra 500MB,34.78,72,2492.28,two-year,credit_card,0,3.36,0
1191,Cliente 1191,cliente1191@example.com,0979483855,Fibra 200MB,35.31,56,1782.51,one-year,cash,1,4.47,0
1192,Cliente 1192,cliente1192@example.com,0916751668,Plan Prepago Movil,27.27,25,619.36,two-year,credit_card,0,2.49,0
1193,Cliente 1193,cliente1193@example.com,0992291914,Fibra 200MB,15.0,57,778.08,month-to-month,credit_card,0,3.83,0
1194,Cliente 1194,cliente1194@example.com,0919580050,Internet Hogar 100MB,36.67,17,637.69,two-year,bank_transfer,2,5.0,0
1195,Cliente 1195,cliente1195@example.com,0957471214,Plan Prepago Movil,60.72,65,3692.34,two-year,credit_card,2,3.34,0
1196,Cliente 1196,cliente1196@example.com,0935147072,Plan Ilimitado,48.55,19,875.71,month-to-month,cash,2,3.81,0
1197,Cliente 1197,cliente1197@example.com,0988403636,Plan Prepago Movil,73.09,29,2101.58,one-year,credit_card,1,1.77,0
1198,Cliente 1198,cliente1198@example.com,0989392915,Plan Prepago Movil,58.52,6,346.76,month-to-month,bank_transfer,0,2.66,0
1199,Cliente 1199,cliente1199@example.com,0960428410,Combo TV+Internet,54.43,5,261.69,month-to-month,bank_transfer,2,4.11,0
1200,Cliente 1200,cliente1200@example.com,0900432345,Fibra 1GB,78.89,28,1989.45,month-to-month,cash,0,3.24,0
1201,Cliente 1201,cliente1201@example.com,0949334075,Fibra 200MB,43.25,40,1673.67,month-to-month,bank_transfer,3,4.28,0
1202,Cliente 1202,cliente1202@example.com,0933593413,Fibra 500MB,46.14,1,46.64,two-year,bank_transfer,3,4.07,1
1203,Cliente 1203,cliente1203@example.com,0977849511,Internet Hogar 100MB,44.79,61,2555.38,month-to-month,credit_card,1,2.15,0
1204,Cliente 1204,cliente1204@example.com,0943106722,Fibra 1GB,72.79,8,585.96,one-year,bank_transfer,0,4.72,0
1205,Cliente 1205,cliente1205@example.com,0951853513,Plan Ilimitado,45.05,72,2926.61,month-to-month,bank_transfer,1,2.23,1
1206,Cliente 1206,cliente1206@example.com,0959863913,Internet Hogar 100MB,33.33,19,656.2,month-to-month,bank_transfer,0,2.76,0
1207,Cliente 1207,cliente1207@example.com,0945649460,Fibra 500MB,55.58,27,1564.45,month-to-month,bank_transfer,1,3.85,0
1208,Cliente 1208,cliente1208@example.com,0912086831,Plan Prepago Movil,30.31,11,300.19,month-to-month,credit_card,0,5.0,0
1209,Cliente 1209,cliente1209@example.com,0930312692,Plan Prepago Movil,54.6,60,3173.37,one-year,credit_card,1,2.5,0
1210,Cliente 1210,cliente1210@example.com,0997101768,Fibra 200MB,52.45,53,2674.42,two-year,credit_card,3,3.76,0
1211,Cliente 1211,cliente1211@example.com,0950987925,Internet Hogar 100MB,41.59,5,213.42,month-to-month,credit_card,0,3.77,1
1212,Cliente 1212,cliente1212@example.com,0952959349,Plan Ilimitado,55.18,7,378.96,two-year,credit_card,1,4.32,0
1213,Cliente 1213,cliente1213@example.com,0915777602,Fibra 500MB,18.22,44,795.03,one-year,credit_card,2,4.9,0
1214,Cliente 1214,cliente1214@example.com,0975383343,Combo TV+Internet,47.93,63,2809.35,one-year,bank_transfer,2,3.16,0
1215,Cliente 1215,cliente1215@example.com,0959933851,Plan Prepago Movil,36.67,8,267.42,month-to-month,bank_transfer,0,4.71,0
1216,Cliente 1216,cliente1216@example.com,0957467190,Plan Prepago Movil,96.52,16,1550.27,month-to-month,bank_transfer,1,5.0,1
1217,Cliente 1217,cliente1217@example.com,0912065392,Plan Prepago Movil,47.8,39,1851.34,two-year,bank_transfer,2,5.0,0
1218,Cliente 1218,cliente1218@example.com,0985692176,Plan Prepago Movil,34.26,7,245.78,one-year,credit_card,3,4.15,0
1219,Cliente 1219,cliente1219@example.com,0919751955,Internet Hogar 100MB,20.19,22,456.04,month-to-month,credit_card,1,3.77,0
1220,Cliente 1220,cliente1220@example.com,0906873145,Internet Hogar 100MB,68.5,0,0.0,two-year,bank_transfer,1,3.08,0
1221,Cliente 1221,cliente1221@example.com,0926912417,Internet Hogar 100MB,38.7,36,1366.39,month-to-month,cash,2,2.0,1
1222,Cliente 1222,cliente1222@example.com,0900347171,Plan Prepago Movil,30.76,52,1658.86,one-year,bank_transfer,1,3.29,0
1223,Cliente 1223,cliente1223@example.com,0995707450,Combo TV+Internet,51.05,30,1562.42,month-to-month,bank_transfer,0,3.72,0
1224,Cliente 1224,cliente1224@example.com,0969987230,Internet Hogar 100MB,56.69,18,1053.44,two-year,bank_transfer,2,3.48,0
1225,Cliente 1225,cliente1225@example.com,0922609765,Combo TV+Internet,56.41,30,1775.86,month-to-month,bank_transfer,1,4.26,0
1226,Cliente 1226,cliente1226@example.com,0925686844,Fibra 500MB,45.36,37,1612.07,month-to-month,bank_transfer,1,2.0,1
1227,Cliente 1227,cliente1227@example.com,0976345631,Internet Hogar 100MB,47.87,12,578.77,one-year,bank_transfer,1,3.4,0
1228,Cliente 1228,cliente1228@example.com,0983128164,Fibra 200MB,49.18,8,394.7,month-to-month,credit_card,2,5.0,0
1229,Cliente 1229,cliente1229@example.com,0967237983,Fibra 1GB,51.06,13,614.74,two-year,credit_card,1,4.7,0
1230,Cliente 1230,cliente1230@example.com,0929616311,Fibra 500MB,52.65,71,3721.26,one-year,credit_card,1,4.28,0
1231,Cliente 1231,cliente1231@example.com,0932711642,Plan Prepago Movil,64.7,52,3244.0,month-to-month,bank_transfer,1,4.03,0
1232,Cliente 1232,cliente1232@example.com,0900225614,Fibra 200MB,46.02,9,400.76,month-to-month,bank_transfer,0,3.2,0
1233,Cliente 1233,cliente1233@example.com,0941403727,Fibra 200MB,30.3,21,589.86,two-year,credit_card,1,,0
1234,Cliente 1234,cliente1234@example.com,0914958214,Combo TV+Internet,42.4,30,1286.9,one-year,credit_card,1,4.1,0
1235,Cliente 1235,cliente1235@example.com,0927370326,Fibra 200MB,58.57,13,764.98,two-year,bank_transfer,2,1.0,0
1236,Cliente 1236,cliente1236@example.com,0924373607,Fibra 500MB,15.0,62,911.25,month-to-month,credit_card,1,3.24,0
1237,Cliente 1237,cliente1237@example.com,0961139244,Internet Hogar 100MB,15.0,68,941.98,two-year,cash,1,3.6,0
1238,Cliente 1238,cliente1238@example.com,0924161535,Plan Ilimitado,61.53,17,1028.78,month-to-month,credit_card,1,3.11,0
1239,Cliente 1239,cliente1239@example.com,0956625232,Fibra 200MB,72.36,1,66.21,one-year,credit_card,0,5.0,0
1240,Cliente 1240,cliente1240@example.com,0957600352,Fibra 500MB,22.23,19,401.63,month-to-month,credit_card,0,5.0,0
1241,Cliente 1241,cliente1241@example.com,0995890801,Internet Hogar 100MB,46.81,42,1879.23,month-to-month,credit_card,3,4.74,0
1242,Cliente 1242,cliente1242@example.com,0955601753,Combo TV+Internet,37.81,59,2303.32,two-year,credit_card,0,2.58,0
1243,Cliente 1243,cliente1243@example.com,0912348449,Fibra 200MB,40.31,24,931.0,two-year,credit_card,3,5.0,0
1244,Cliente 1244,cliente1244@example.com,0900994211,Internet Hogar 100MB,50.5,19,949.68,month-to-month,credit_card,1,4.28,0
1245,Cliente 1245,cliente1245@example.com,0987856835,Fibra 500MB,21.73,18,403.35,two-year,credit_card,1,2.56,0
1246,Cliente 1246,cliente1246@example.com,0925223926,Internet Hogar 100MB,25.07,0,0.0,month-to-month,bank_transfer,1,3.64,0
1247,Cliente 1247,cliente1247@example.com,0956177138,Internet Hogar 100MB,39.58,1,40.87,month-to-month,credit_card,3,4.65,0
1248,Cliente 1248,cliente1248@example.com,0925883794,Combo TV+Internet,42.38,31,1209.29,month-to-month,credit_card,2,2.94,0
1249,Cliente 1249,cliente1249@example.com,0997671087,Fibra 200MB,24.73,45,1062.47,month-to-month,credit_card,1,,1
1250,Cliente 1250,cliente1250@example.com,0995389881,Fibra 1GB,59.21,0,0.0,month-to-month,cash,1,3.95,0
1251,Cliente 1251,cliente1251@example.com,0980710738,Fibra 500MB,37.48,14,516.4,month-to-month,bank_transfer,1,,1
1252,Cliente 1252,cliente1252@example.com,0927688535,Fibra 1GB,37.41,66,2576.69,month-to-month,cash,2,3.3,0
1253,Cliente 1253,cliente1253@example.com,0969104492,Combo TV+Internet,50.09,72,3601.22,one-year,cash,1,2.47,0
1254,Cliente 1254,cliente1254@example.com,0911869204,Internet Hogar 100MB,42.68,46,1951.33,two-year,credit_card,1,4.56,0
1255,Cliente 1255,cliente1255@example.com,0911830238,Internet Hogar 100MB,60.07,38,2149.64,one-year,bank_transfer,1,2.6,0
1256,Cliente 1256,cliente1256@example.com,0965571430,Fibra 1GB,28.2,42,1231.38,month-to-month,credit_card,0,3.92,0
1257,Cliente 1257,cliente1257@example.com,0956603315,Fibra 1GB,19.85,27,520.26,one-year,cash,1,2.07,0
1258,Cliente 1258,cliente1258@example.com,0957784256,Plan Ilimitado,39.42,14,518.79,month-to-month,credit_card,2,2.35,0
1259,Cliente 1259,cliente1259@example.com,0934976905,Fibra 200MB,46.08,27,1304.07,one-year,credit_card,1,,0
1260,Cliente 1260,cliente1260@example.com,0922774558,Fibra 1GB,22.67,51,1113.93,one-year,cash,1,3.28,0
1261,Cliente 1261,cliente1261@example.com,0905092087,Plan Familiar,20.02,48,918.41,month-to-month,cash,2,3.8,0
1262,Cliente 1262,cliente1262@example.com,0993269936,Fibra 200MB,48.28,49,2141.55,month-to-month,cash,1,4.0,0
1263,Cliente 1263,cliente1263@example.com,0987616145,Plan Prepago Movil,31.36,44,1278.76,two-year,credit_card,1,1.65,0
